filename: frame000230_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.11267073525138041	area_occluded_relative_to_gtbox: 0.11267073525138041	high_attention_area_occluded_slc: 0.37239174658529495	quadrants: []
filename: frame000488_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.4153397565922921	area_occluded_relative_to_gtbox: 0.3216024340770791	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000488_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4153397565922921	area_occluded_relative_to_gtbox: 0.09373732251521298	high_attention_area_occluded_slc: 0.3926217038539554	quadrants: ['1', '2', '3', '4']
filename: frame000488_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.4153397565922921	area_occluded_relative_to_gtbox: 0.4153397565922921	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000085_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3938370188370188	area_occluded_relative_to_gtbox: 0.3938370188370188	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.0461978273299028	high_attention_area_occluded_slc: 0.11551743853630646	quadrants: ['2', '4']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.041132075471698115	high_attention_area_occluded_slc: 0.06222984562607204	quadrants: ['1', '4']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.08732990280160091	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.008702115494568325	high_attention_area_occluded_slc: 0.15080617495711834	quadrants: ['1', '2']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.05489994282447113	high_attention_area_occluded_slc: 0.04774156660949114	quadrants: ['2']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.04983419096626644	high_attention_area_occluded_slc: 0.10862206975414522	quadrants: ['1']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.09603201829616924	area_occluded_relative_to_gtbox: 0.09603201829616925	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000133_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.5429929723026043	area_occluded_relative_to_gtbox: 0.32306738321620504	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000133_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5429929723026043	area_occluded_relative_to_gtbox: 0.21992558908639934	high_attention_area_occluded_slc: 0.5402370125396169	quadrants: ['1', '2', '3', '4']
filename: frame000133_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.5429929723026043	area_occluded_relative_to_gtbox: 0.5429929723026043	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000434_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.424913884472708	area_occluded_relative_to_gtbox: 0.424913884472708	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000332_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.06320879536290322	area_occluded_relative_to_gtbox: 0.06320879536290322	high_attention_area_occluded_slc: 0.3131615423387097	quadrants: []
filename: frame000511_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.4086400642128196	area_occluded_relative_to_gtbox: 0.3896915491342736	high_attention_area_occluded_slc: 0.029311432175209266	quadrants: ['2', '4']
filename: frame000511_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.4086400642128196	area_occluded_relative_to_gtbox: 0.018948515078546037	high_attention_area_occluded_slc: 0.5572755417956656	quadrants: ['1', '2', '3', '4']
filename: frame000511_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.4086400642128196	area_occluded_relative_to_gtbox: 0.4086400642128197	high_attention_area_occluded_slc: 0.05177158582731338	quadrants: []
filename: frame000246_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.08388003748828492	area_occluded_relative_to_gtbox: 0.08388003748828492	high_attention_area_occluded_slc: 0.5026710402999063	quadrants: []
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.106618348273889	high_attention_area_occluded_slc: 0.11041388518024033	quadrants: ['2', '4']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.011253099370589357	high_attention_area_occluded_slc: 0.05842075147816136	quadrants: ['1', '3', '4']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.11787144764447835	high_attention_area_occluded_slc: 0.051630745756246425	quadrants: ['4']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.008964333396910166	high_attention_area_occluded_slc: 0.13307266831966433	quadrants: ['1', '2', '3']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.11558268167079916	high_attention_area_occluded_slc: 0.11155826816707992	quadrants: ['2']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.020217432767499523	high_attention_area_occluded_slc: 0.0625405302307839	quadrants: ['1', '3']
filename: frame000503_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.1268357810413885	area_occluded_relative_to_gtbox: 0.1268357810413885	high_attention_area_occluded_slc: 0.03868014495517833	quadrants: []
filename: frame000033_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9423344947735192	area_occluded_relative_to_gtbox: 0.9423344947735192	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000135_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.5388847211802951	area_occluded_relative_to_gtbox: 0.526194048512128	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000135_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.5388847211802951	area_occluded_relative_to_gtbox: 0.012690672668167043	high_attention_area_occluded_slc: 0.6110902725681421	quadrants: ['1', '2', '3', '4']
filename: frame000135_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.5388847211802951	area_occluded_relative_to_gtbox: 0.5388847211802951	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000460_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.07094428897031245	area_occluded_relative_to_gtbox: 0.07094428897031245	high_attention_area_occluded_slc: 0.018132771703066847	quadrants: []
filename: frame000459_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.04109487974029807	area_occluded_relative_to_gtbox: 0.04109487974029807	high_attention_area_occluded_slc: 0.02335841817913531	quadrants: []
filename: frame000477_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.24700199866755496	area_occluded_relative_to_gtbox: 0.24700199866755496	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000335_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.08016826923076924	area_occluded_relative_to_gtbox: 0.08016826923076924	high_attention_area_occluded_slc: 0.37439903846153844	quadrants: []
filename: frame000055_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6669435215946844	area_occluded_relative_to_gtbox: 0.6669435215946844	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000516_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.5097867687260799	area_occluded_relative_to_gtbox: 0.42460360852925094	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000516_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5097867687260799	area_occluded_relative_to_gtbox: 0.08518316019682887	high_attention_area_occluded_slc: 0.1852241662110443	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.5097867687260799	area_occluded_relative_to_gtbox: 0.5097867687260798	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000104_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5605876393110436	area_occluded_relative_to_gtbox: 0.5605876393110436	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000161_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5319631656212465	area_occluded_relative_to_gtbox: 0.5319631656212465	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000071_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.48356879606879605	area_occluded_relative_to_gtbox: 0.48356879606879605	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000475_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7084696474009451	area_occluded_relative_to_gtbox: 0.7084696474009451	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000430_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7629476318829419	area_occluded_relative_to_gtbox: 0.7629476318829419	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000220_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2796260056534029	area_occluded_relative_to_gtbox: 0.2530441400304414	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000220_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2796260056534029	area_occluded_relative_to_gtbox: 0.026581865622961512	high_attention_area_occluded_slc: 0.21599804305283757	quadrants: ['1', '3']
filename: frame000220_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2796260056534029	area_occluded_relative_to_gtbox: 0.2796260056534029	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.15695960481236554	area_occluded_relative_to_gtbox: 0.1276790693968608	high_attention_area_occluded_slc: 0.4011632539239901	quadrants: ['3', '4']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.15695960481236554	area_occluded_relative_to_gtbox: 0.02928053541550474	high_attention_area_occluded_slc: 0.1611027009800016	quadrants: ['1', '2']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.15695960481236554	area_occluded_relative_to_gtbox: 0.15695960481236554	high_attention_area_occluded_slc: 0.4545056170823042	quadrants: []
filename: frame000091_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7380268199233716	area_occluded_relative_to_gtbox: 0.7380268199233716	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000443_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.35032704886494803	area_occluded_relative_to_gtbox: 0.35032704886494803	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000214_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2899336949969861	area_occluded_relative_to_gtbox: 0.22549728752260398	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000214_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2899336949969861	area_occluded_relative_to_gtbox: 0.06443640747438216	high_attention_area_occluded_slc: 0.3697709463532248	quadrants: ['1', '3']
filename: frame000214_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2899336949969861	area_occluded_relative_to_gtbox: 0.2899336949969861	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000339_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.0624735113371477	area_occluded_relative_to_gtbox: 0.0624735113371477	high_attention_area_occluded_slc: 0.043746026700572156	quadrants: []
filename: frame000094_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7161060142711518	area_occluded_relative_to_gtbox: 0.7161060142711518	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000355_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.06622484520123839	area_occluded_relative_to_gtbox: 0.05698529411764706	high_attention_area_occluded_slc: 0.010603715170278638	quadrants: ['2']
filename: frame000355_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.06622484520123839	area_occluded_relative_to_gtbox: 0.009239551083591332	high_attention_area_occluded_slc: 0.05881385448916409	quadrants: ['1']
filename: frame000355_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.06622484520123839	area_occluded_relative_to_gtbox: 0.06622484520123839	high_attention_area_occluded_slc: 0.012103328173374613	quadrants: []
filename: frame000254_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.42984375	area_occluded_relative_to_gtbox: 0.34970982142857143	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000254_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.42984375	area_occluded_relative_to_gtbox: 0.08013392857142858	high_attention_area_occluded_slc: 0.40046875	quadrants: ['1', '2', '3', '4']
filename: frame000254_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.42984375	area_occluded_relative_to_gtbox: 0.42984375	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000209_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.08078982597054886	area_occluded_relative_to_gtbox: 0.03547523427041499	high_attention_area_occluded_slc: 0.08514056224899598	quadrants: ['4']
filename: frame000209_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.08078982597054886	area_occluded_relative_to_gtbox: 0.04531459170013387	high_attention_area_occluded_slc: 0.2788487282463186	quadrants: ['1']
filename: frame000209_rgb.pngbbox0	sequence: small0 small1	success: False	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.08078982597054886	area_occluded_relative_to_gtbox: 0.08078982597054886	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000457_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.05968489341983318	area_occluded_relative_to_gtbox: 0.05968489341983318	high_attention_area_occluded_slc: 0.03490886623416744	quadrants: []
filename: frame000464_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.07462934136320719	area_occluded_relative_to_gtbox: 0.06437083726746115	high_attention_area_occluded_slc: 0.012657258784801083	quadrants: ['2']
filename: frame000464_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.07462934136320719	area_occluded_relative_to_gtbox: 0.010258504095746038	high_attention_area_occluded_slc: 0.061704136575905275	quadrants: ['1', '2']
filename: frame000464_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.07462934136320719	area_occluded_relative_to_gtbox: 0.07462934136320719	high_attention_area_occluded_slc: 0.013678005460994718	quadrants: []
filename: frame000232_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.12368301801291492	area_occluded_relative_to_gtbox: 0.09323666024696953	high_attention_area_occluded_slc: 0.50481477285601	quadrants: ['2', '4']
filename: frame000232_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.12368301801291492	area_occluded_relative_to_gtbox: 0.030446357765945394	high_attention_area_occluded_slc: 0.10263962841282429	quadrants: ['1', '2']
filename: frame000232_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.12368301801291492	area_occluded_relative_to_gtbox: 0.12368301801291492	high_attention_area_occluded_slc: 0.40560212982893395	quadrants: []
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.30879660853646784	area_occluded_relative_to_gtbox: 0.2656325272184218	high_attention_area_occluded_slc: 0.03407521598098725	quadrants: ['1', '2', '3', '4']
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.30879660853646784	area_occluded_relative_to_gtbox: 0.043164081318046055	high_attention_area_occluded_slc: 0.22940553039791886	quadrants: ['1', '2', '3', '4']
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.30879660853646784	area_occluded_relative_to_gtbox: 0.30879660853646784	high_attention_area_occluded_slc: 0.029450492982625174	quadrants: []
filename: frame000100_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8397784280936454	area_occluded_relative_to_gtbox: 0.8397784280936454	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000346_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.06067966247199481	area_occluded_relative_to_gtbox: 0.04576100839632321	high_attention_area_occluded_slc: 0.019389015682907934	quadrants: ['1', '3']
filename: frame000346_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.06067966247199481	area_occluded_relative_to_gtbox: 0.014918654075671601	high_attention_area_occluded_slc: 0.06663665487133315	quadrants: ['1']
filename: frame000346_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.06067966247199481	area_occluded_relative_to_gtbox: 0.060679662471994814	high_attention_area_occluded_slc: 0.31529135869679015	quadrants: []
filename: frame000358_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.049187903098946044	area_occluded_relative_to_gtbox: 0.037576687116564415	high_attention_area_occluded_slc: 0.06705206858581092	quadrants: ['2']
filename: frame000358_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.049187903098946044	area_occluded_relative_to_gtbox: 0.011611215982381627	high_attention_area_occluded_slc: 0.04139137958156363	quadrants: ['1', '2']
filename: frame000358_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.049187903098946044	area_occluded_relative_to_gtbox: 0.049187903098946044	high_attention_area_occluded_slc: 0.019034135598552777	quadrants: []
filename: frame000160_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4651574803149606	area_occluded_relative_to_gtbox: 0.4651574803149606	high_attention_area_occluded_slc: 0.12782152230971128	quadrants: []
filename: frame000126_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6966499409681228	area_occluded_relative_to_gtbox: 0.6966499409681228	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000312_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.14517690334446542	area_occluded_relative_to_gtbox: 0.06618750302502299	high_attention_area_occluded_slc: 0.2655728183534195	quadrants: ['2', '4']
filename: frame000312_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.14517690334446542	area_occluded_relative_to_gtbox: 0.07898940031944243	high_attention_area_occluded_slc: 0.06333188132229806	quadrants: ['1']
filename: frame000312_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.14517690334446542	area_occluded_relative_to_gtbox: 0.14517690334446542	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000334_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.06190984095115601	area_occluded_relative_to_gtbox: 0.06190984095115601	high_attention_area_occluded_slc: 0.11530256925055683	quadrants: []
filename: frame000267_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2597201273671862	area_occluded_relative_to_gtbox: 0.24731858555387967	high_attention_area_occluded_slc: 0.17236467236467237	quadrants: ['3']
filename: frame000267_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2597201273671862	area_occluded_relative_to_gtbox: 0.01240154181330652	high_attention_area_occluded_slc: 0.2385830400536283	quadrants: ['1', '2', '3', '4']
filename: frame000267_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2597201273671862	area_occluded_relative_to_gtbox: 0.2597201273671862	high_attention_area_occluded_slc: 0.20033098709569297	quadrants: []
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big2	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.2509490014853936	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.024041370963305275	high_attention_area_occluded_slc: 0.21838037079826153	quadrants: ['1', '3', '4']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.2749903724486989	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.08010122682510866	high_attention_area_occluded_slc: 0.2709468009022391	quadrants: ['1', '2', '3', '4']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.3310502283105023	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.10414259778841393	high_attention_area_occluded_slc: 0.10857127138691754	quadrants: ['1', '3']
filename: frame000219_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.35509159927380757	area_occluded_relative_to_gtbox: 0.35509159927380757	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000317_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.06671361502347418	area_occluded_relative_to_gtbox: 0.06671361502347418	high_attention_area_occluded_slc: 0.2783333333333333	quadrants: []
filename: frame000345_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.05536701457813067	area_occluded_relative_to_gtbox: 0.04524983458197264	high_attention_area_occluded_slc: 0.05147168683699387	quadrants: ['1', '3']
filename: frame000345_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.05536701457813067	area_occluded_relative_to_gtbox: 0.010117179996158033	high_attention_area_occluded_slc: 0.06230389959659346	quadrants: ['1']
filename: frame000345_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.05536701457813067	area_occluded_relative_to_gtbox: 0.055367014578130674	high_attention_area_occluded_slc: 0.050564555719194895	quadrants: []
filename: frame000187_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7450185748058088	area_occluded_relative_to_gtbox: 0.7450185748058088	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000453_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.061816061198586666	area_occluded_relative_to_gtbox: 0.061816061198586666	high_attention_area_occluded_slc: 0.4136221741964255	quadrants: []
filename: frame000238_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.07640532544378698	area_occluded_relative_to_gtbox: 0.07640532544378698	high_attention_area_occluded_slc: 0.4868343195266272	quadrants: []
filename: frame000144_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.40316377171215884	area_occluded_relative_to_gtbox: 0.22524813895781637	high_attention_area_occluded_slc: 0.16885856079404465	quadrants: ['3', '4']
filename: frame000144_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.40316377171215884	area_occluded_relative_to_gtbox: 0.17791563275434244	high_attention_area_occluded_slc: 0.3757444168734491	quadrants: ['1', '2', '3', '4']
filename: frame000144_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.40316377171215884	area_occluded_relative_to_gtbox: 0.4031637717121588	high_attention_area_occluded_slc: 0.1271091811414392	quadrants: []
filename: frame000435_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.2717547545333923	area_occluded_relative_to_gtbox: 0.2717547545333923	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000072_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5337078651685393	area_occluded_relative_to_gtbox: 0.5337078651685393	high_attention_area_occluded_slc: 0	quadrants: []
