filename: frame000230_rgb.pngbbox1	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5730310956117408	area_occluded_relative_to_gtbox: 0.5730310956117408	high_attention_area_occluded_slc: 0.2176692821854112	quadrants: []
filename: frame000177_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.32513344163378977	area_occluded_relative_to_gtbox: 0.32513344163378977	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000122_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6715456674473068	area_occluded_relative_to_gtbox: 0.6715456674473068	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000320_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5545514950166113	area_occluded_relative_to_gtbox: 0.5545514950166113	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000465_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2412983770287141	area_occluded_relative_to_gtbox: 0.20726591760299626	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000465_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2412983770287141	area_occluded_relative_to_gtbox: 0.03403245942571785	high_attention_area_occluded_slc: 0.4283520599250936	quadrants: ['1', '2', '3', '4']
filename: frame000465_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2412983770287141	area_occluded_relative_to_gtbox: 0.2412983770287141	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.07939202526648244	high_attention_area_occluded_slc: 0.13402092380576391	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.10105606000789577	high_attention_area_occluded_slc: 0.08332017370706672	quadrants: ['1', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big2 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.18044808527437822	high_attention_area_occluded_slc: 0.05210225029609159	quadrants: ['1', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.009218318199763128	high_attention_area_occluded_slc: 0.1649526253454402	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.08861034346624556	high_attention_area_occluded_slc: 0.13448480063166207	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.1102743782076589	high_attention_area_occluded_slc: 0.05273391235688907	quadrants: ['1', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big2 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.18966640347414132	high_attention_area_occluded_slc: 0.05464863797868141	quadrants: ['4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.05507303592577971	high_attention_area_occluded_slc: 0.009257797078562969	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.13446506119226215	high_attention_area_occluded_slc: 0.13203711014607186	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.15612909593367547	high_attention_area_occluded_slc: 0.29682195025661273	quadrants: ['1', '3']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big2 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.2355211212001579	high_attention_area_occluded_slc: 0.04015988945913936	quadrants: ['1', '3']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.06429135412554284	high_attention_area_occluded_slc: 0.09989143308330044	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.14368337939202527	high_attention_area_occluded_slc: 0.12208843268851165	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.16534741413343862	high_attention_area_occluded_slc: 0.13773193841294906	quadrants: ['1', '3']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big2 big3	high_attention_area_without_occlussion_slc: 0.24473943939992104	area_occluded_relative_to_gtbox: 0.24473943939992104	high_attention_area_occluded_slc: 0.054076194236083695	quadrants: []
filename: frame000213_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4860304789550073	area_occluded_relative_to_gtbox: 0.4860304789550073	high_attention_area_occluded_slc: 0.26263909046927914	quadrants: []
filename: frame000520_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4536632039365774	area_occluded_relative_to_gtbox: 0.4536632039365774	high_attention_area_occluded_slc: 0.07251230180426463	quadrants: []
filename: frame000499_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.36233183856502243	area_occluded_relative_to_gtbox: 0.36233183856502243	high_attention_area_occluded_slc: 0.1564381806534273	quadrants: []
filename: frame000195_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.24950317965023847	area_occluded_relative_to_gtbox: 0.24950317965023847	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000061_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.3368055555555556	area_occluded_relative_to_gtbox: 0.32702020202020204	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000061_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3368055555555556	area_occluded_relative_to_gtbox: 0.009785353535353536	high_attention_area_occluded_slc: 0.3211805555555556	quadrants: ['1', '2', '3', '4']
filename: frame000061_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3368055555555556	area_occluded_relative_to_gtbox: 0.3368055555555556	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000488_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.43040060851926976	area_occluded_relative_to_gtbox: 0.43040060851926976	high_attention_area_occluded_slc: 0.05981237322515213	quadrants: []
filename: frame000085_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.3857493857493858	area_occluded_relative_to_gtbox: 0.34101146601146604	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000085_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.3857493857493858	area_occluded_relative_to_gtbox: 0.04473791973791974	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000085_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3857493857493858	area_occluded_relative_to_gtbox: 0.3857493857493858	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000361_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.0828587764436821	area_occluded_relative_to_gtbox: 0.048507718696397945	high_attention_area_occluded_slc: 0.058021726700971984	quadrants: ['4']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.0828587764436821	area_occluded_relative_to_gtbox: 0.03435105774728416	high_attention_area_occluded_slc: 0.22631217838765008	quadrants: ['2']
filename: frame000361_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.0828587764436821	area_occluded_relative_to_gtbox: 0.08285877644368211	high_attention_area_occluded_slc: 0.011972555746140652	quadrants: []
filename: frame000434_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.06594462109167991	area_occluded_relative_to_gtbox: 0.06594462109167991	high_attention_area_occluded_slc: 0.3438659247482777	quadrants: []
filename: frame000332_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5040322580645161	area_occluded_relative_to_gtbox: 0.5040322580645161	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000511_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.26844685242518057	area_occluded_relative_to_gtbox: 0.26844685242518057	high_attention_area_occluded_slc: 0.0152218782249742	quadrants: []
filename: frame000246_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.42797563261480787	area_occluded_relative_to_gtbox: 0.3394095595126523	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000246_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.42797563261480787	area_occluded_relative_to_gtbox: 0.08856607310215557	high_attention_area_occluded_slc: 0.4368088097469541	quadrants: ['1', '2', '3', '4']
filename: frame000246_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.42797563261480787	area_occluded_relative_to_gtbox: 0.42797563261480787	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000503_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.33747854281899675	area_occluded_relative_to_gtbox: 0.33747854281899675	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000135_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6667916979244811	area_occluded_relative_to_gtbox: 0.6667916979244811	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.22971062577536713	high_attention_area_occluded_slc: 0.19514728369060327	quadrants: ['3', '4']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.014324456882375004	high_attention_area_occluded_slc: 0.30998817114335997	quadrants: ['1', '2', '3', '4']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.24403508265774213	high_attention_area_occluded_slc: 0.18242405008511006	quadrants: ['3', '4']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.045310291105276825	high_attention_area_occluded_slc: 0.24243385938086034	quadrants: ['1', '2', '3', '4']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.27502091688064395	high_attention_area_occluded_slc: 0.09490493638383198	quadrants: ['3']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.05963474798765183	high_attention_area_occluded_slc: 0.2419001182885664	quadrants: ['1', '2', '3', '4']
filename: frame000460_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.28934537376301894	area_occluded_relative_to_gtbox: 0.28934537376301894	high_attention_area_occluded_slc: 0.016690228210380544	quadrants: []
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.043706654862033345	high_attention_area_occluded_slc: 0.14022428803305298	quadrants: ['2', '3', '4']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.08919876051350155	high_attention_area_occluded_slc: 0.48676405489154495	quadrants: ['1', '2', '3', '4']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: big1 small2	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.1329054153755349	high_attention_area_occluded_slc: 0.5123505976095617	quadrants: ['3', '4']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.0238896266784713	high_attention_area_occluded_slc: 0.17245093699276967	quadrants: ['1', '2', '4']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.06759628154050465	high_attention_area_occluded_slc: 0.1817028183562048	quadrants: ['2', '4']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.11308838719197285	high_attention_area_occluded_slc: 0.4503910284786779	quadrants: ['1', '2']
filename: frame000459_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small0 big1 small2	high_attention_area_without_occlussion_slc: 0.15679504205400618	area_occluded_relative_to_gtbox: 0.15679504205400618	high_attention_area_occluded_slc: 0.35199940976833405	quadrants: []
filename: frame000477_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.570286475682878	area_occluded_relative_to_gtbox: 0.570286475682878	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.20922475961538461	high_attention_area_occluded_slc: 0.18658353365384617	quadrants: ['2', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.1586688701923077	high_attention_area_occluded_slc: 0.03168569711538462	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: big2 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.3678936298076923	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.011508413461538462	high_attention_area_occluded_slc: 0.45896935096153846	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.22073317307692308	high_attention_area_occluded_slc: 0.22059795673076923	quadrants: ['2', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.17017728365384616	high_attention_area_occluded_slc: 0.10219350961538462	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small1 big2 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.37940204326923077	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.04253305288461538	high_attention_area_occluded_slc: 0.4658653846153846	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.2517578125	high_attention_area_occluded_slc: 0.1975811298076923	quadrants: ['2', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.20120192307692308	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 big2 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.4104266826923077	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.054041466346153845	high_attention_area_occluded_slc: 0.39891826923076923	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.2632662259615385	high_attention_area_occluded_slc: 0.1583533653846154	quadrants: ['2', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.21271033653846153	high_attention_area_occluded_slc: 0.17406850961538461	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 small1 big2 big3	high_attention_area_without_occlussion_slc: 0.42193509615384617	area_occluded_relative_to_gtbox: 0.42193509615384617	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000055_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.42848837209302326	area_occluded_relative_to_gtbox: 0.42848837209302326	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.39349371241115366	area_occluded_relative_to_gtbox: 0.3491388737014762	high_attention_area_occluded_slc: 0.014557135046473484	quadrants: ['4']
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.39349371241115366	area_occluded_relative_to_gtbox: 0.04435483870967742	high_attention_area_occluded_slc: 0.42151448879168946	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.39349371241115366	area_occluded_relative_to_gtbox: 0.39349371241115366	high_attention_area_occluded_slc: 0.03696008747949699	quadrants: []
filename: frame000475_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3944929116684842	area_occluded_relative_to_gtbox: 0.3944929116684842	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000430_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.1613400077011937	area_occluded_relative_to_gtbox: 0.14839237581825182	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000430_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.1613400077011937	area_occluded_relative_to_gtbox: 0.012947631882941856	high_attention_area_occluded_slc: 0.34814208702348864	quadrants: ['1', '2', '3', '4']
filename: frame000430_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.1613400077011937	area_occluded_relative_to_gtbox: 0.16134000770119367	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000220_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5333496412263535	area_occluded_relative_to_gtbox: 0.5333496412263535	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.3281810214325552	area_occluded_relative_to_gtbox: 0.31491514620348976	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3281810214325552	area_occluded_relative_to_gtbox: 0.013265875229065412	high_attention_area_occluded_slc: 0.37076726954027567	quadrants: ['1', '2', '3', '4']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3281810214325552	area_occluded_relative_to_gtbox: 0.3281810214325552	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000091_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4921455938697318	area_occluded_relative_to_gtbox: 0.4921455938697318	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000443_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5401115813774529	area_occluded_relative_to_gtbox: 0.5401115813774529	high_attention_area_occluded_slc: 0.16692958830319354	quadrants: []
filename: frame000214_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5760699216395418	area_occluded_relative_to_gtbox: 0.5760699216395418	high_attention_area_occluded_slc: 0.153044002411091	quadrants: []
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.07210214028395846	high_attention_area_occluded_slc: 0.13497298156389065	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.10567652044924772	high_attention_area_occluded_slc: 0.048143144734053823	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: big2 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.1777786607332062	high_attention_area_occluded_slc: 0.06876456876456877	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.02508476372112736	high_attention_area_occluded_slc: 0.23316645475736386	quadrants: ['1', '2', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.09718690400508583	high_attention_area_occluded_slc: 0.0877039627039627	quadrants: ['2', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.13076128417037508	high_attention_area_occluded_slc: 0.09502807798262344	quadrants: ['1', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small1 big2 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.20286342445433353	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.03415713074803984	high_attention_area_occluded_slc: 0.4238053613053613	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.10625927103199831	high_attention_area_occluded_slc: 0.03644840008476372	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.13983365119728755	high_attention_area_occluded_slc: 0.055189129052765414	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 big2 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.21193579148124603	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.059241894469167194	high_attention_area_occluded_slc: 0.00913858868404323	quadrants: ['1', '2', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: True	combination: small0 small1 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.13134403475312567	high_attention_area_occluded_slc: 0.009006145369781733	quadrants: ['2', '4']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.1649184149184149	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000339_rgb.pngbbox0	sequence: small0 small1 big2 big3	success: False	combination: small0 small1 big2 big3	high_attention_area_without_occlussion_slc: 0.2370205552023734	area_occluded_relative_to_gtbox: 0.23702055520237336	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000355_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.1115421826625387	area_occluded_relative_to_gtbox: 0.009916795665634675	high_attention_area_occluded_slc: 0.27210719814241485	quadrants: ['2', '4']
filename: frame000355_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.1115421826625387	area_occluded_relative_to_gtbox: 0.05664667182662539	high_attention_area_occluded_slc: 0.4015770123839009	quadrants: ['1', '4']
filename: frame000355_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.1115421826625387	area_occluded_relative_to_gtbox: 0.06656346749226007	high_attention_area_occluded_slc: 0.3126064241486068	quadrants: ['4']
